,Unnamed: 0,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery,logit_score
78576,78576,Portugal,"Perfumed and crisp, this is attractive and medium-sweet. It has fine acidity to balance the sweetness and a line of clean acidity that goes with the preserved lemon and tangy aftertaste.",Casal Garcia,87,12.0,Vinho Verde,,,Roger Voss,@vossroger,Aveleda NV Casal Garcia Sparkling (Vinho Verde),Portuguese Sparkling,Aveleda,0
78701,78701,Portugal,"Soft and soapy, this is a simple wine without much character. It's a light, slightly sweet wine to be drunk this year. Screwcap.",Escolha,83,9.0,Vinho Verde,,,Roger Voss,@vossroger,Adega Cooperativa Ponte de Barca 2013 Escolha White (Vinho Verde),Portuguese White,Adega Cooperativa Ponte de Barca,0
78704,78704,Portugal,"This wine is fresh, with plenty of acidity. It also has delicious raspberry fruits, the ripeness well integrated into the wine. For immediate drinking.",Hera,83,9.0,Vinho Verde,,,Roger Voss,@vossroger,Adega Cooperativa Ponte de Barca 2013 Hera Rosé (Vinho Verde),Rosé,Adega Cooperativa Ponte de Barca,0
78992,78992,Portugal,"Here is a lightly sparkling, just off-dry Vinho Verde, the sort of wine that just goes down as an apéritif or, in Portugal, with sardines. It's a crisp, bright wine, a lemon curd flavor finishing the apple fruitiness.",Paço de São Lourenço Escolha,85,12.0,Vinho Verde,,,Roger Voss,@vossroger,Solar de Pinheiro 2013 Paço de São Lourenço Escolha White (Vinho Verde),Portuguese White,Solar de Pinheiro,0
79345,79345,Portugal,"This is fairly typical, light, fruity lemon-driven Vinho Verde. It has a light spritz, and is exuberantly fresh with just a touch of ripeness and crisp, cool acidity. Perfect to drink this summer.",,85,8.0,Vinho Verde,,,Roger Voss,@vossroger,Caves Aliança 2012 White (Vinho Verde),Portuguese White,Caves Aliança,0
80109,80109,Portugal,"Produced from vines in the Lima Valley in northern Portugal, the home of the Loureiro grape, this light and fruity wine is immediately attractive, with its gentle citrus flavors and intense acidity. Drink this aromatic wine right now.",Lima,87,8.0,Vinho Verde,,,Roger Voss,@vossroger,J. Portugal Ramos 2014 Lima Loureiro (Vinho Verde),Loureiro,J. Portugal Ramos,0
80316,80316,Portugal,"Fruity and medium dry, this is soft, with citrus hits to balance the sweetness. The wine is bright and light in the mouth, better as an apéritif than with food.",Dom Diogo Colheita Seleccionada Branco,85,14.0,Vinho Verde,,,Roger Voss,@vossroger,Quinta da Raza 2014 Dom Diogo Colheita Seleccionada Branco Arinto (Vinho Verde),Arinto,Quinta da Raza,0
80379,80379,Portugal,"This is a juicy, ripe style of Vinho Verde that's soft, clean and refreshing. It's a summer-evening wine, light and bright. Screwcap.",,84,8.0,Vinho Verde,,,Roger Voss,@vossroger,Calamares 2012 White (Vinho Verde),Portuguese White,Calamares,0
81970,81970,Portugal,"Crisp lemon and green apple flavors shine through this lively, fruity wine. It has a cool character, tangy fruitiness and a touch of pepper. The wine is made to drink in its youth and is ready now.",Maria Papoila,89,14.0,Vinho Verde,,,Roger Voss,@vossroger,Wines & Winemakers 2015 Maria Papoila White (Vinho Verde),Portuguese White,Wines & Winemakers,0
82543,82543,Portugal,"A crisp, off-dry Vinho Verde with a good prickle on the tongue. Flavors of lemon and green apple are well balanced in this ready-to-drink summer wine. Screwcap.",Estreia,83,8.0,Vinho Verde,,,Roger Voss,@vossroger,Viniverde 2011 Estreia White (Vinho Verde),Portuguese White,Viniverde,0
82775,82775,Portugal,"The Loureiro grape, grown mainly in the Lima Valley in the center of Vinho Verde, produces a distinctly mineral style of wine. This wine has that character as well as some riper tropical fruit notes and pure citrus acidity. The combination is intensely fruity and very refreshing.",,90,9.0,Vinho Verde,,,Roger Voss,@vossroger,J. Portugal Ramos 2013 Loureiro (Vinho Verde),Loureiro,J. Portugal Ramos,1
82935,82935,Portugal,"The wine is off dry, fruity and refreshing. It has lively citrus acidity as well as sliced apple crispness. The wine has the lightest prickle on the tongue, leaving a bright aftertaste. Drink now.",Tiroliro,86,10.0,Vinho Verde,,,Roger Voss,@vossroger,Casa de Vila Verde 2015 Tiroliro White (Vinho Verde),Portuguese White,Casa de Vila Verde,0
82936,82936,Portugal,"The wine is dry and surprisingly rich for a Vinho Verde. It has pineapple and peach as well as the more familiar citrus and green fruit flavors. With lively acidity at the end, the wine is ready to drink.",Grande Escolha,86,10.0,Vinho Verde,,,Roger Voss,@vossroger,Casa de Vilacetinho 2015 Grande Escolha White (Vinho Verde),Portuguese White,Casa de Vilacetinho,0
82937,82937,Portugal,"This is an off-dry wine, full of fruit and crisp acidity. It has a soft texture and touches of tropical fruit. The wine comes from vineyards in the south of Vinho Verde, close to the Douro.",Vilacetinho,86,6.0,Vinho Verde,,,Roger Voss,@vossroger,Casa de Vilacetinho 2015 Vilacetinho White (Vinho Verde),Portuguese White,Casa de Vilacetinho,0
82948,82948,Portugal,"This is a ripe, full wine, retaining Vinho Verde's classic taut acidity, but rounded out with sweet apple and lime flavors. It's food friendly and would make for a fine apéritif.",,87,10.0,Vinho Verde,,,Roger Voss,@vossroger,Casa do Valle 2011 White (Vinho Verde),Portuguese White,Casa do Valle,0
83129,83129,Portugal,"With a part of this wine fermented in wood, it is rich and toasty yet still fruity at this stage. The layers of spice go with the ripe, creamy fruit and the mineral, tight texture. All these elements suggest successful aging, so this will be best drunk from 2017.",,91,20.0,Vinho Verde,,,Roger Voss,@vossroger,J. Portugal Ramos 2014 Alvarinho (Vinho Verde),Alvarinho,J. Portugal Ramos,1
83392,83392,Portugal,"Tight, taut, mineral-driven wine, lively with a light prickle on the tongue. This is very fresh, with citrus and grapefruit flavors. Delicious, bone-dry Vinho Verde.",Quinta do Tamariz,87,,Vinho Verde,,,Roger Voss,@vossroger,Quinta de Santa Maria 2009 Quinta do Tamariz Loureiro (Vinho Verde),Loureiro,Quinta de Santa Maria,0
84139,84139,Portugal,"Full and round, this is a smooth and rich wine. It brings out the creamy side of Alvarinho, with stewed-pear and yellow fruit flavors. There is ample length and acidity at the end.",Via Latina,87,,Vinho Verde,,,Roger Voss,@vossroger,Vercoope 2012 Via Latina Alvarinho (Vinho Verde),Alvarinho,Vercoope,0
84192,84192,Portugal,"This dry Vinho Verde shows great crisp, green apple and grapefruit flavors, a deliciously fresh wine, with green edges and lively flavors. Great summer drink.",,88,8.0,Vinho Verde,,,Roger Voss,@vossroger,Casa de Vila Verde 2006 White (Vinho Verde),Portuguese White,Casa de Vila Verde,0
84364,84364,Portugal,"Smooth and rounded with light, perfumed sweetness, this is an easy and approachable wine. Its pear and kiwi flavors come together easily. Screwcap.",Hera,84,7.0,Vinho Verde,,,Roger Voss,@vossroger,Adega Cooperativa Ponte de Barca 2011 Hera White (Vinho Verde),Portuguese White,Adega Cooperativa Ponte de Barca,0
84375,84375,Portugal,"With its roundness, this wine shows the character of the Loureiro grape. Giving a tweak to the softer element is a burst of fine acidity, a lime juice note and a fresh aftertaste.",Estreia Grande Escolha,84,9.0,Vinho Verde,,,Roger Voss,@vossroger,Viniverde 2011 Estreia Grande Escolha Loureiro (Vinho Verde),Loureiro,Viniverde,0
85406,85406,Portugal,"A floral, fruity and intensely perfumed wine, yeasty, with mature acidity and almond flavors underlining the green lime element. It is very dry, needing the extra year since harvest to round it out and give it richness as well as freshness.",,89,16.0,Vinho Verde,,,Roger Voss,@vossroger,Quinta do Ameal 2006 Loureiro (Vinho Verde),Loureiro,Quinta do Ameal,0
86872,86872,Portugal,"Almost bubbly with a lively mousse, this is a tangy citrus and apple flavored wine that is unfortunately unbalanced with an artificial sweetness at the end.",,83,10.0,Vinho Verde,,,Roger Voss,@vossroger,Campelo 2014 White (Vinho Verde),Portuguese White,Campelo,0
87353,87353,Portugal,"Made in a richer style, it is bone dry and with a creamy texture, apricot fruit flavors as well as the right, crisp acidity. The wine is fresh, fruity and, of course, needs to be drunk now.",,86,12.0,Vinho Verde,,,Roger Voss,@vossroger,LIV 2012 White (Vinho Verde),Portuguese White,LIV,0
87657,87657,Portugal,"This is a rich, fruity wine that has a delicious apple flavor cut by lemony acidity to give a line of freshness. The wine is dry, fruity and ready to drink.",,88,13.0,Vinho Verde,,,Roger Voss,@vossroger,Casa do Valle 2014 White (Vinho Verde),Portuguese White,Casa do Valle,0
88180,88180,Portugal,"This is no ordinary Vinho Verde. With its rich Alvarinho flavors, it is a wine that can be aged. The mouthfeel is full in green plum and ripe apricot flavors, and textured by a great swathe of fresh, tangy citrus. It can be drunk now, although it will be better from 2016.",Vinha Antiga Escolha,93,,Vinho Verde,,,Roger Voss,@vossroger,Provam 2012 Vinha Antiga Escolha Alvarinho (Vinho Verde),Alvarinho,Provam,1
88497,88497,Portugal,"A pioneer in rosé Vinho Verde, this producer makes a dry wine and one of the few rosés from the region that really make sense. It is balanced with crisp red fruits as well as tight acidity and a shot of lemon. Drink now.",,88,13.0,Vinho Verde,,,Roger Voss,@vossroger,Casa do Valle 2015 Rosé (Vinho Verde),Rosé,Casa do Valle,0
88500,88500,Portugal,"A blend of grapes from the north of the Vinho Verde region, this is tangy and crisp. It is bright and dry with attractive acidity and a lemon zest texture. Drink now.",Trinca Espinhas Alvarinho-Trajadura,88,7.0,Vinho Verde,,,Roger Voss,@vossroger,Caves da Montanha 2014 Trinca Espinhas Alvarinho-Trajadura White (Vinho Verde),Portuguese White,Caves da Montanha,0
89019,89019,Portugal,"While still light, this Vinho Verde has a creamy texture and a sense of richness. It blends two of the quality grapes of the region, Alvarinho and Loureiro. Together they make an aromatic, intense and tangy wine that is ready to drink.",Maria Papoila,90,14.0,Vinho Verde,,,Roger Voss,@vossroger,Wines & Winemakers 2016 Maria Papoila White (Vinho Verde),Portuguese White,Wines & Winemakers,1
89713,89713,Portugal,"This is a pétillant off-dry wine. It has a soapy character that is lifted by citrus fruits, a crisp texture and lively acidity. Drink immediately.",Aliança,83,8.0,Vinho Verde,,,Roger Voss,@vossroger,Caves Aliança 2016 Aliança White (Vinho Verde),Portuguese White,Caves Aliança,0
89961,89961,Portugal,"Bright and fruity, this wine is citrusy while also suggesting ripe white-fruit flavors. It has a fine tang of lime zest that gives an underlying cool, green character to this attractive wine.",Dom Diogo Colheita Seleccionada,87,,Vinho Verde,,,Roger Voss,@vossroger,Quinta da Raza 2012 Dom Diogo Colheita Seleccionada Arinto (Vinho Verde),Arinto,Quinta da Raza,0
90714,90714,Portugal,"A selection of the best parcels of Alvarinho, this is a wood fermented wine. It is round and soft with as much spice as fruit. The texture is full, lightly tangy as well as hinting at minerality. The aftertaste, with its rich toast, is generous and suggests the wine is ready to drink.",Vinha Antiga Escolha,92,16.0,Vinho Verde,,,Roger Voss,@vossroger,Provam 2014 Vinha Antiga Escolha Alvarinho (Vinho Verde),Alvarinho,Provam,1
90896,90896,Portugal,"Tight with shocking acidity, this wine confirms that red Vinho Verde can often be an acquired taste, perhaps best left to the local market back in Portugal.",,82,10.0,Vinho Verde,,,Roger Voss,@vossroger,Campelo 2014 Red (Vinho Verde),Portuguese Red,Campelo,0
91179,91179,Portugal,"Producer of one of the first rosé Vinho Verde, Casa do Valle continues to make one of the best. Full of delicious strawberry flavors with great acidity, deliciously fruity.",,85,10.0,Vinho Verde,,,Roger Voss,@vossroger,Casa do Valle 2010 Rosé (Vinho Verde),Rosé,Casa do Valle,0
91460,91460,Portugal,"This is a rich impressively structured wine. It showcases the Alvarinho and brings out its fruit and flavors. The subtle wood aging has just enhanced the fruit. The wine is delicious and is now just ready to drink, although it will be better from early 2018.",Vinha Antiga Escolha,92,18.0,Vinho Verde,,,Roger Voss,@vossroger,Provam 2015 Vinha Antiga Escolha Alvarinho (Vinho Verde),Alvarinho,Provam,1
91592,91592,Portugal,"A whole slew of adjectives beginning with the letter F are used by the producer to describe this wine. It is a gently sparkling, off-dry wine that has attractive acidity and a touch of citrus. It needs to be enjoyed now, well chilled for a warm day.",F Vine,83,7.0,Vinho Verde,,,Roger Voss,@vossroger,Aveleda 2014 F Vine White (Vinho Verde),Portuguese White,Aveleda,0
91593,91593,Portugal,"This is hardly a fashionable color for rosé, deep and almost like a light red wine. It tastes heavy, although the red fruits are cut by ample acidity. The finish is rich and ripe.",,83,13.0,Vinho Verde,,,Roger Voss,@vossroger,Casa do Valle 2014 Rosé (Vinho Verde),Rosé,Casa do Valle,0
91596,91596,Portugal,"Lightly fizzy, this is a crisp, off-dry Vinho Verde. It has candied lemon flavors that are shot through with acidity, finishing bright and brisk. Drink now.",Toucas,83,,Vinho Verde,,,Roger Voss,@vossroger,Wines & Winemakers 2014 Toucas White (Vinho Verde),Portuguese White,Wines & Winemakers,0
91776,91776,Portugal,"From the northern Vinho Verde region of Monçao and Melgaço, this finely textured wine is young, although already delicious. Its texture brings out the minerality from the granite soil, giving the wine a zesty character. The fruit bursts out of the glass: delicious citrus and sliced apples and a great burst of acidity. Drink from late 2017.",,91,20.0,Vinho Verde,,,Roger Voss,@vossroger,Quinta de Soalheiro 2016 Alvarinho (Vinho Verde),Alvarinho,Quinta de Soalheiro,1
91951,91951,Portugal,"For a Vinho Verde, this is rich and full-bodied, showing delicious acidity, crisp apples and a touch of tropical fruit. There's the typical prickle on the tongue that brings out freshness, but in fact this wine could age for a year.",Grande Escolha,89,10.0,Vinho Verde,,,Roger Voss,@vossroger,Casa de Vilacetinho 2012 Grande Escolha White (Vinho Verde),Portuguese White,Casa de Vilacetinho,0
91962,91962,Portugal,"Bright, crisp raspberry flavors on a bone-dry wine. It is fresh and vibrant, a light touch of caramel and powerful acidity.",,84,5.0,Vinho Verde,,,Roger Voss,@vossroger,Campelo 2009 Rosé (Vinho Verde),Rosé,Campelo,0
92109,92109,Portugal,"Very fruity, this is a refreshingly crisp lemon-flavored wine, bright and intensely tangy. It is a young Alvarinho and needs aging to bring out its ripe creamy, apple-and-pear character.",,91,,Vinho Verde,,,Roger Voss,@vossroger,Provam 2014 Alvarinho (Vinho Verde),Alvarinho,Provam,1
92658,92658,Portugal,"This is a densely textured wine. It has a strong sense of minerality, while also having a fruitier side. Ripe acidity and a crisp citrus flavor are allied to the warmer apple and green-plum fruits. Drink this wine from late 2017.",Alvarinho-Trajadura Grande Escolha,88,17.0,Vinho Verde,,,Roger Voss,@vossroger,Quinta da Raza 2016 Alvarinho-Trajadura Grande Escolha White (Vinho Verde),Portuguese White,Quinta da Raza,0
92659,92659,Portugal,"This is an impressively complex Vinho Verde, obviously made for food. With its tangy acidity and tense mineral texture, this blend of a range of the regional grapes is structured and with a delicious, refreshing aftertaste. Drink now.",,88,12.0,Vinho Verde,,,Roger Voss,@vossroger,Casa do Valle 2016 White (Vinho Verde),Portuguese White,Casa do Valle,0
94103,94103,Portugal,"This single vineyard Vinho Verde is complex and powerful. The texture is creamy, rich, with hints of pineapple as well as grapefruit. There is an edgy texture, balanced with the crispest final acidity.",Quinta de Simaens,88,13.0,Vinho Verde,,,Roger Voss,@vossroger,Borges 2009 Quinta de Simaens White (Vinho Verde),Portuguese White,Borges,0
95475,95475,Portugal,"The wine is still young. Made from old vines and produced in a traditional way with indigenous yeasts, it is a wine that needs to age. It has a rich, concentrated fruitiness along with intense acidity and lemon flavor. The wine is ripe and full. Drink from 2017.",Nostalgia,89,23.0,Vinho Verde,,,Roger Voss,@vossroger,Wines & Winemakers 2014 Nostalgia Alvarinho (Vinho Verde),Alvarinho,Wines & Winemakers,0
95493,95493,Portugal,"Dominated by Alvarinho, this is a spicy, fruity and tangy wine. It is still young with a tight mineral edge that will soften to bring out a more creamy character. The after-taste, with its fresh citrus, should remain. Drink from 2017.",Alvarinho-Trajadura Grande Escolha,89,16.0,Vinho Verde,,,Roger Voss,@vossroger,Quinta da Raza 2015 Alvarinho-Trajadura Grande Escolha White (Vinho Verde),Portuguese White,Quinta da Raza,0
95602,95602,Portugal,"The Vinhão's red juice gives this rosé its orange-pink color. It also produces the high acidity that marks this as a wine from the cool north. Light and fruity, it's ready to drink now.",Aphros Rosé,84,,Vinho Verde,,,Roger Voss,@vossroger,Casal Paço Padreiro 2011 Aphros Rosé Vinhão (Vinho Verde),Vinhão,Casal Paço Padreiro,0
95603,95603,Portugal,"This bright pink wine is lightly sweet and full of strawberry flavor. It is crisp, clean and fragrant—delicious as an apéritif. Screwcap.",Rosé,84,,Vinho Verde,,,Roger Voss,@vossroger,Conde Villar 2011 Rosé Espadeiro (Vinho Verde),Espadeiro,Conde Villar,0
96516,96516,Portugal,This is classic Vinho Verde from the Quinta das Arcas estate. It balances crispness with light sweetness and sparkle. Acidity and an apple-skin texture give it a dancing quality. Screwcap.,Branco,86,11.0,Vinho Verde,,,Roger Voss,@vossroger,Conde Villar 2011 Branco White (Vinho Verde),Portuguese White,Conde Villar,0
96837,96837,Portugal,"This is a fruity, crisp wine. Red currant and candied red-berry fruits fit into a balanced, just off-dry character. The wine is bright with a light sparkle at the end.",Nortico,85,14.0,Vinho Verde,,,Roger Voss,@vossroger,Obrigado 2015 Nortico Rosé (Vinho Verde),Rosé,Obrigado,0
97514,97514,Portugal,"This estate is right in the south of the Vinho Verde. That gives the wine extra weight, with added richness from the Avesso grape. The aftertaste brings in crispness.",Avesso,88,12.0,Vinho Verde,,,Roger Voss,@vossroger,Solar de Pinheiro 2009 Avesso White (Vinho Verde),Portuguese White,Solar de Pinheiro,0
97890,97890,Portugal,"The lightest feeling wine, attractive in its acidity, its slight sweetness and its creamed apple flavor. A perfect summer apéritif.",,85,10.0,Vinho Verde,,,Roger Voss,@vossroger,Broadbent 2010 White (Vinho Verde),Portuguese White,Broadbent,0
97937,97937,Portugal,"A success in the sweeter Vinho Verde category. There is pleasant softness, flavors of green berries, grapefruit with sugar and freshness.",Santola,84,6.0,Vinho Verde,,,Roger Voss,@vossroger,Messias 2006 Santola White (Vinho Verde),Portuguese White,Messias,0
97985,97985,Portugal,"With 50% of Arinto in the blend, this is rounder and richer in taste than many Vinhos Verdes. It does also have a crisp edge that comes from the citrus tang. The general effect is bright while full in the mouth from the delicious fruit. Drink now.",Raza Escolha,86,11.0,Vinho Verde,,,Roger Voss,@vossroger,Quinta da Raza 2016 Raza Escolha White (Vinho Verde),Portuguese White,Quinta da Raza,0
98669,98669,Portugal,"An off-dry wine, with crisp apple fruits and a light, bright texture. It's tangy, full of lemony acidity with a light prickle. It's for drinking immediately.",,83,10.0,Vinho Verde,,,Roger Voss,@vossroger,Pátria 2012 White (Vinho Verde),Portuguese White,Pátria,0
98962,98962,Portugal,"Attractive, just off-dry wine, very fresh, packed with apples, tangy citrus and a lively prickle on the tongue.",Adamado,85,10.0,Vinho Verde,,,Roger Voss,@vossroger,Adega Cooperativa Ponte de Lima 2010 Adamado White (Vinho Verde),Portuguese White,Adega Cooperativa Ponte de Lima,0
98998,98998,Portugal,"This just off-dry wine is fresh, young and fruity. It leads with a lemony scent and crisp acidity that is partnered by a light prickle on the tongue. Drink now.",,86,8.0,Vinho Verde,,,Roger Voss,@vossroger,Aveleda 2014 White (Vinho Verde),Portuguese White,Aveleda,0
99354,99354,Portugal,"A wine with some density of flavor to go with its intense green apple character. It has some ripe green berries, laced with pink grapefruit.",Azal,87,13.0,Vinho Verde,,,Roger Voss,@vossroger,Solar de Pinheiro 2010 Azal Azal (Vinho Verde),Azal,Solar de Pinheiro,0
99363,99363,Portugal,"Rounded style of Vinho Verde with some weight to go with the extreme citrus and bright grapefruit flavors. It has a little softness round the edges, but the core is taut, mineral, tangy.",Azul Portugal Escolha,87,11.0,Vinho Verde,,,Roger Voss,@vossroger,Wines & Winemakers 2010 Azul Portugal Escolha White (Vinho Verde),Portuguese White,Wines & Winemakers,0
101311,101311,Portugal,"Soft and sweet, this is a light and fruity wine. Touches of raspberry are balanced by acidity. Drink now.",,82,10.0,Vinho Verde,,,Roger Voss,@vossroger,Campelo 2014 Rosé (Vinho Verde),Rosé,Campelo,0
102007,102007,Portugal,"This familiar brand of Vinho Verde has long been in a sweeter style. But this latest vintage seems to have brought out the fresh, crisp fruits, and pushed back the sweetness. The result is a delicious summer apéritif style that leaves a clean, light taste in the mouth.",Gatão,84,7.0,Vinho Verde,,,Roger Voss,@vossroger,Borges 2008 Gatão White (Vinho Verde),Portuguese White,Borges,0
102055,102055,Portugal,"Off dry, crisp, and with a strong citrus element that gives a lemon-candy character to the wine. It's a light, bright wine that's great for drinking this summer. Screwcap.",Grinalda,84,9.0,Vinho Verde,,,Roger Voss,@vossroger,Aveleda 2012 Grinalda White (Vinho Verde),Portuguese White,Aveleda,0
102409,102409,Portugal,"Made from one of the star grapes of Vinho Verde, this is a ripe, creamy wine. It has hints of lemon zest, along with grapefruit and a herbal aftertaste. It is crisp and ready to drink.",Arca Nova Colheita,86,12.0,Vinho Verde,,,Roger Voss,@vossroger,Quinta das Arcas 2013 Arca Nova Colheita Loureiro (Vinho Verde),Loureiro,Quinta das Arcas,0
103094,103094,Portugal,"More commonly found in the Lisboa region much further south in Portugal, the Arinto is full of acidity and fits well into the Vinho Verde profile. This wine is crisp with plenty of apple and spice flavors as well as a strong lime-juice freshness. It's an attractive, medium-bodied wine to drink now.",Colheita Seleccionada,87,13.0,Vinho Verde,,,Roger Voss,@vossroger,Casa de Vilacetinho 2013 Colheita Seleccionada Arinto (Vinho Verde),Arinto,Casa de Vilacetinho,0
103901,103901,Portugal,"This is a bold wine, full of ripe apple and peach fruit flavors. It is delicious, juicy with a tight texture and zesty acidity. There is an opulent, rich aftertaste that is mouth-filling and perfumed. The wine is ready to drink now although it will be better from 2017.",Grande Escolha,91,18.0,Vinho Verde,,,Roger Voss,@vossroger,Casa do Valle 2015 Grande Escolha White (Vinho Verde),Portuguese White,Casa do Valle,1
104011,104011,Portugal,"Pale red in color, this fruity rosé was one of the originals in the current pink Vinho Verde trend. It is still one of the best. It has a lively, ripe strawberry note accompanied by a touch of caramel and bright acidity.",,86,10.0,Vinho Verde,,,Roger Voss,@vossroger,Casa do Valle 2011 Rosé (Vinho Verde),Rosé,Casa do Valle,0
104013,104013,Portugal,"This crisp, bright sparkler gets depth of flavor from the Loureiro grape. It has a taut texture that makes this fruity, fresh wine a perfect match for food.",Aphros  Reserva Bruto,86,23.0,Vinho Verde,,,Roger Voss,@vossroger,Casal Paço Padreiro 2008 Aphros  Reserva Bruto Loureiro (Vinho Verde),Loureiro,Casal Paço Padreiro,0
104437,104437,Portugal,"Aged on its lees for 10 months after harvest, the wine has a rich character that also shows in the light gold color. There is a nutty toasty character to this wine that gives it extra complexity and richness. Drink this impressive wine now",Quinta do Cruzeiro Reserva,91,22.0,Vinho Verde,,,Roger Voss,@vossroger,Casa da Torre 2013 Quinta do Cruzeiro Reserva White (Vinho Verde),Portuguese White,Casa da Torre,1
104494,104494,Portugal,"A ripe young wine, this has rich apricot and apple flavors. It has concentration as well as a crisp, mineral texture. The wine comes from the heartland of Alvarinho in the far north of Portugal, across the river Minho from the Albariño Spanish vineyards. The wine should be aged and drunk from 2017.",QM Lagar,88,13.0,Vinho Verde,,,Roger Voss,@vossroger,Quintas de Melgaço 2015 QM Lagar Alvarinho (Vinho Verde),Alvarinho,Quintas de Melgaço,0
104591,104591,Portugal,"A richly-styled style of Vinho Verde, one that's well integrated, fresh and fruity. Baked apple and crisp lemon go well with the sweeter aftertaste to create a light and bright wine.",Las Lilas,85,9.0,Vinho Verde,,,Roger Voss,@vossroger,Adega Cooperativa Ponte de Barca 2013 Las Lilas White (Vinho Verde),Portuguese White,Adega Cooperativa Ponte de Barca,0
106464,106464,Portugal,"A whiff of peach or apricot gives this Vinho Verde a little extra interest beyond its green apple and citrus flavors. Crisp and refreshing, with a tart, chalky finish.",,86,7.0,Vinho Verde,,,Joe Czerwinski,@JoeCz,Quinta da Aveleda 2001 Trajadura (Vinho Verde),Trajadura,Quinta da Aveleda,0
106907,106907,Portugal,"This is a classic dry Vinho Verde. It has delicious fruit and crisp acidity giving lemon flavors, a lively texture and a refreshing aftertaste. Drink this wine now.",,88,10.0,Vinho Verde,,,Roger Voss,@vossroger,J. Portugal Ramos 2016 Loureiro (Vinho Verde),Loureiro,J. Portugal Ramos,0
106930,106930,Portugal,"This is a classic crisp apple-driven and fruity wine. With delicious acidity and a lively aftertaste, the wine is tangy and zesty and a great summer drink.",Escolha,87,10.0,Vinho Verde,,,Roger Voss,@vossroger,Quinta da Lixa 2016 Escolha White (Vinho Verde),Portuguese White,Quinta da Lixa,0
107903,107903,Portugal,"Pure Alvarinho from the north of the Vinho Verde region makes this a smooth, ripe wine. It is perfumed, stylish and with a good balance between acidity and refreshing green and white fruitiness. Drink the wine now.",Toucas,90,20.0,Vinho Verde,,,Roger Voss,@vossroger,Wines & Winemakers 2016 Toucas Alvarinho (Vinho Verde),Alvarinho,Wines & Winemakers,1
108271,108271,Portugal,"Sweet rosé from the Vinho Verde region, this has some fresh raspberry and a light prickle to make it just that extra bit refreshing.",Vinho,82,,Vinho Verde,,,Roger Voss,@vossroger,Lagosta 2010 Vinho Rosé (Vinho Verde),Rosé,Lagosta,0
108589,108589,Portugal,"With its light prickle, this off-dry wine has a candied flavor, a tangy texture and a crisp, light aftertaste. Drink now.",Lagosta,83,7.0,Vinho Verde,,,Roger Voss,@vossroger,Caves Velhas 2015 Lagosta Rosé (Vinho Verde),Rosé,Caves Velhas,0
108590,108590,Portugal,"This is as light as Vinho Verde can be. Off dry, fresh, clean and crisp with sweet apple juice, the wine is ready to drink.",Lagosta,83,7.0,Vinho Verde,,,Roger Voss,@vossroger,Caves Velhas 2015 Lagosta White (Vinho Verde),Portuguese White,Caves Velhas,0
108629,108629,Portugal,"Almost colourless, it tastes like sugar water with some acidity thrown in. Gently fruity, the sweetness comes along with flavors of green grapes.",,82,,Vinho Verde,,,Roger Voss,@vossroger,Vinhas Altas 2013 White (Vinho Verde),Portuguese White,Vinhas Altas,0
109326,109326,Portugal,"This is a light, fruity and off-dry wine. It has splashes of lemon and sweet citrus, with a crisp finish.",,80,8.0,Vinho Verde,,,Roger Voss,@vossroger,Mapreco 2014 White (Vinho Verde),Portuguese White,Mapreco,0
110747,110747,Portugal,"This fruity selection has light fizz and soft, gently sweet flavors of citrus and grapefruit. With its crisp apple edge, this makes for a great apéritif.",Xadrez,84,7.0,Vinho Verde,,,Roger Voss,@vossroger,Dão Sul 2011 Xadrez White (Vinho Verde),Portuguese White,Dão Sul,0
110962,110962,Portugal,"An off-dry lightly fizzy Vinho Verde, this is crisp, clean and fruity. With its citrus kick, it needs to be drunk this summer.",Anjos de Portugal,84,7.0,Vinho Verde,,,Roger Voss,@vossroger,Quinta da Lixa 2016 Anjos de Portugal White (Vinho Verde),Portuguese White,Quinta da Lixa,0
110974,110974,Portugal,"With its light prickle, this crisp strawberry-flavored wine is medium sweet but with acidity to balance. It's easy, fruity and ready to drink.",Dom Diogo Padeiro,84,15.0,Vinho Verde,,,Roger Voss,@vossroger,Quinta da Raza 2016 Dom Diogo Padeiro Rosé (Vinho Verde),Rosé,Quinta da Raza,0
110975,110975,Portugal,"A candy-pink-colored wine, this is crisp, fruity and off dry. There is a touch of caramel that fills out the otherwise acidic and red-currant-flavored palate. The wine is ready to drink.",Arca Nova,84,10.0,Vinho Verde,,,Roger Voss,@vossroger,Quinta das Arcas 2016 Arca Nova Rosé (Vinho Verde),Rosé,Quinta das Arcas,0
112108,112108,Portugal,"Named after the entry to the luxury Calçada hotel in Amarante in southern Vinho Verde, this fragrant, fresh and fruity wine is just off dry. It has a good balance of fruit, tangy texture and acidity. Drink now.",Portal da Calçada,86,,Vinho Verde,,,Roger Voss,@vossroger,Quinta da Calçada 2014 Portal da Calçada White (Vinho Verde),Portuguese White,Quinta da Calçada,0
